ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"79.127.127.7","elite","AS43754","IR","Asiatech Data Transmission company","92","Asiatech Data Transmission company","1369","socks4","4103","1","2024-02-06T16:54:28.330Z","94","5712","6050"
"120.27.14.145","elite","AS37963","CN","Addresses CNNIC","229","Aliyun Computing Co., LTD","80","socks4","3997","1","2024-02-06T16:54:28.332Z","87","5288","6050"
"43.134.238.25","elite","AS132203","SG","Aceville Pte.ltd","320","N/A","443","socks4","4904","1","2024-02-06T16:54:28.233Z","95","5742","6020"
"157.185.161.100","elite","AS54994","CA","Meteverse Limited.","195","Meteverse Limited","26589","socks5","2806","1","2024-02-06T16:54:28.243Z","100","5797","5806"
"138.219.223.166","elite","AS263963","BR","Goldweb Barretos serviços de Telecomunicações Ltda","285","Goldweb Barretos serviços de Telecomunicações Ltda","5678","socks4","4787","1","2024-02-06T16:54:28.235Z","98","5926","6021"
"223.25.98.84","elite","AS9341","ID","PT Indonesia Comnets Plus","285","Sinerginet","5678","socks4","4302","81","2024-02-06T16:54:28.245Z","90","5385","6006"
"109.75.47.204","elite","AS44395","AM","Ucom Cjsc","70","N/A","4153","socks4","3990","1","2024-02-06T16:54:28.529Z","95","5675","5984"
"36.255.211.1","elite","AS133269","IN","Fiberpipe communications pvt. ltd","150","Fiberpipe communications pvt. ltd.","55438","socks4","4693","1","2024-02-06T16:54:23.141Z","99","5982","6044"
"66.207.184.57","elite","AS7029","US","Windstream Communications LLC","84","Voce Telecom, LLC","5432","socks4","4602","84","2024-02-06T16:54:23.139Z","99","5877","5960"
"5.9.151.189","elite","AS24940","DE","Hetzner Online GmbH","99","Hetzner","30000","socks4","1001","1","2024-02-06T16:54:23.134Z","86","5131","5987"
"200.0.247.85","elite","AS10834","AR","Telefonica de Argentina","296","Smart S.A","4153","socks4","1307","1","2024-02-06T16:54:18.341Z","59","3571","6059"
"1.10.133.237","elite","AS23969","TH","TOT Public Company Limited","183","Shared Dynamic IP Address for Residential Broadband Services","4145","socks4","5304","85","2024-02-06T16:54:18.345Z","52","3104","5992"
"70.32.25.147","elite","AS55293","US","A2 Hosting, Inc.","90","A2 Hosting, Inc.","36546","socks4","1602","1","2024-02-06T16:54:18.441Z","100","5949","5958"
"69.163.252.140","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","10754","socks4","4294","1","2024-02-06T16:54:18.438Z","100","6068","6074"
"104.17.50.45","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4202","1","2024-02-06T16:54:18.437Z","100","5953","5954"
"178.128.148.69","elite","AS14061","US","DigitalOcean, LLC","86","Digitalocean","3128","socks4","1584","1","2024-02-06T16:54:18.537Z","100","5961","5977"
"189.50.111.164","elite","AS28668","BR","Silva & Silveira Provedor de Internet Ltda","207","Silva & Silveira Provedor de Internet Ltda","3629","socks4","2589","1","2024-02-06T16:54:18.343Z","75","4435","5948"
"213.168.250.121","elite","AS63949","GB","Akamai Technologies, Inc.","20","Linode, LLC","40418","socks5","3211","1","2024-02-06T16:54:18.433Z","90","5266","5867"
"46.61.17.251","elite","AS12389","RU","BRAS Huawei ME60 (128kusers)","76","OJSC Rostelecom Macroregional Branch South","3128","socks5","4896","1","2024-02-06T16:54:14.032Z","65","3918","6008"
"89.161.70.115","elite","AS39375","PL","Telekomunikacja Podlasie sp. z o.o.","37","TPODLASIE CATV Network","5678","socks4","4191","1","2024-02-06T16:54:14.046Z","100","5967","5985"
"43.153.52.192","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","150","Tencent Cloud Computing","443","socks4","3105","1","2024-02-06T16:54:14.027Z","74","4446","6015"
"203.30.189.103","elite","AS209242","BZ","Cloudflare London, LLC","11","Umpire Associates LTD","80","socks4","3295","1","2024-02-06T16:54:13.944Z","100","5941","5941"
"213.89.48.95","elite","AS1257","SE","CHELLO","48","Com Hem AB","1080","socks4","3489","1","2024-02-06T16:54:09.240Z","98","5945","6052"
"104.17.66.69","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks4","2210","82","2024-02-06T16:54:09.234Z","100","6032","6033"
"83.168.84.86","elite","AS31304","PL","ESPOL-FH","65","N/A","4153","socks4","4896","1","2024-02-06T16:54:09.334Z","68","4141","6064"
"118.172.134.75","elite","AS23969","TH","TOT Public Company Limited","194","TOT Public Company Limited","4145","socks4","2907","1","2024-02-06T16:54:09.237Z","37","2200","5967"
"177.72.82.47","elite","AS262543","BR","Brmom Construindo Conexoes Ltda","236","Brmom Construindo Conexoes Ltda","4153","socks4","395","1","2024-02-06T16:54:09.233Z","99","5947","5985"
"185.2.100.85","elite","AS51167","DE","Contabo GmbH","17","Contabo GmbH","40826","socks4","3095","1","2024-02-06T16:54:09.332Z","100","5986","5989"
"181.143.69.227","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","154","EPM Telecomunicaciones S.A. E.S.P","5678","socks4","4697","1","2024-02-06T16:54:09.236Z","99","5934","5990"
"51.77.73.78","elite","AS16276","ES","OVH SAS","98","Sastre Vazquez Antonio","31979","socks4","3893","81","2024-02-06T16:54:09.335Z","100","6014","6019"
"94.74.121.234","elite","AS136907","HK","Huawei International Pte. LTD","258","N/A","1080","socks5","5504","1","2024-02-06T16:54:09.235Z","41","2436","6003"
"103.47.93.243","elite","AS134058","IN","Broban Internet Services Pvt.ltd","153","Broban  PVT Ltd.","1080","socks4","3898","1","2024-02-06T16:54:09.228Z","99","6015","6063"
"24.7.10.171","elite","AS33651","US","Comcast Cable Communications, LLC","194","Comcast Cable Communications","2758","socks4","796","1","2024-02-06T16:54:04.434Z","65","3932","6051"
"83.143.24.29","elite","AS37678","BW","BOTSWANA FIBRE NETWORKS (Proprietary) Limited","196","Vbn Core","5678","socks4","4611","1","2024-02-06T16:54:04.435Z","99","5844","5924"
"84.244.69.29","elite","AS25248","CZ","BlueTone-CRa","87","DATRON, a.s.","443","socks4","3204","1","2024-02-06T16:54:04.429Z","100","6033","6040"
"118.99.73.213","elite","AS17451","ID","BIZNET","165","N/A","61221","socks4","4003","1","2024-02-06T16:54:04.431Z","94","5655","6006"
"103.122.84.27","elite","AS136315","IN","Wizone Tech Solutions Pvt Ltd","178","Wizone Tech Solutions Pvt Ltd","5678","socks4","5095","1","2024-02-06T16:53:59.844Z","68","4123","6094"
"188.112.39.231","elite","AS42739","PL","Hawe Telekom S.A. in Restructuring","81","Hawe","5678","socks4","5005","1","2024-02-06T16:53:59.938Z","99","6013","6052"
"109.86.219.179","elite","AS13188","UA","Triolan","54","N/A","55489","socks4","1993","1","2024-02-06T16:53:59.840Z","97","5906","6069"
"187.95.82.57","elite","AS262696","BR","Turbonet Telecomunicações","191","Turbonet Telecomunicações","26269","socks5","594","1","2024-02-06T16:53:59.841Z","99","5932","5989"
"129.226.208.98","elite","AS132203","SG","Tencent Cloud Computing (Beijing) Co","390","Aceville Pte.ltd","443","socks4","2597","1","2024-02-06T16:53:59.843Z","96","5730","5939"
"168.227.158.21","elite","AS52898","BR","Multipla Serviços Inteligentes","299","Multipla Serviços Inteligentes","4145","socks4","3698","1","2024-02-06T16:53:54.030Z","99","5921","5982"
"123.114.207.105","elite","AS4808","CN","China Unicom Beijing Province Network","159","N/A","8118","socks4","3804","1","2024-02-06T16:53:54.036Z","74","4398","5957"
"116.8.109.106","elite","AS137693","CN","CHINATELECOM Guangxi Nanning IDC networkdescr: Nanning, Guangxi Province, P.R.","220","Chinanet GX","33080","socks4","996","1","2024-02-06T16:53:53.945Z","63","3782","6003"
"103.47.93.244","elite","AS134058","IN","Broban Internet Services Pvt.ltd","141","Broban  PVT Ltd.","1080","socks4","3296","1","2024-02-06T16:53:53.943Z","99","5973","6016"
"185.81.153.162","elite","AS202505","TR","Netbudur Telekomunikasyon Limited Sirketi","51","Netbudur Telekomunikasyon Limited Sirketi","3389","socks4","4411","1","2024-02-06T16:53:49.439Z","99","5898","5946"
"190.85.158.46","elite","AS14080","CO","Telmex Colombia S.A.","189","Telmex Colombia S.A","3629","socks4","1908","1","2024-02-06T16:53:49.544Z","44","2620","6018"
"186.251.255.113","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","206","Seanet Telecom Carazinho Eireli","31337","socks4","2404","1","2024-02-06T16:53:49.443Z","100","5901","5927"
"103.207.98.82","elite","AS134643","ID","JKSNET","197","N/A","41238","socks4","252","1","2024-02-06T16:53:49.440Z","94","5674","6018"
"116.202.192.120","elite","AS24940","DE","Hetzner Online GmbH","22","Hetzner Online GmbH","10002","socks4","3585","1","2024-02-06T16:53:44.539Z","100","5867","5885"
"104.23.107.172","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","4289","1","2024-02-06T16:53:44.545Z","100","6028","6029"
"103.51.47.9","elite","AS133819","ID","CIM","219","N/A","4145","socks4","2001","81","2024-02-06T16:53:44.628Z","99","5933","5993"
"5.135.178.11","elite","AS16276","FR","OVH SAS","6","OVH","11624","socks5","2283","1","2024-02-06T16:53:44.630Z","100","6027","6027"
"138.201.139.223","elite","AS24940","DE","Hetzner Online GmbH","22","Hetzner","30113","socks4","4592","1","2024-02-06T16:53:44.728Z","85","5068","5946"
"82.137.244.59","elite","AS29256","SY","ISP-TARASSUL","54","N/A","4145","socks4","2589","1","2024-02-06T16:53:44.729Z","98","5790","5900"
"117.102.78.163","elite","AS17451","ID","BIZNET","182","N/A","1080","socks4","5087","1","2024-02-06T16:53:44.631Z","98","5793","5934"
"172.104.47.98","elite","AS63949","SG","Akamai Technologies","149","Linode","34503","socks4","1401","1","2024-02-06T16:53:39.937Z","93","5623","6025"
"208.113.220.98","elite","AS26347","US","New Dream Network, LLC","79","New Dream Network, LLC","36869","socks5","3696","1","2024-02-06T16:53:39.932Z","100","6066","6074"
"185.171.54.35","elite","AS44285","IR","Shahrad","104","N/A","4153","socks4","5009","1","2024-02-06T16:53:39.946Z","95","5718","6017"
"81.183.253.34","elite","AS5483","HU","Magyar Telekom","28","N/A","4145","socks4","3005","1","2024-02-06T16:53:39.944Z","11","689","6058"
"143.137.99.202","elite","AS265693","CO","Caldas Data Company LTDA","157","Caldas Data Company LTDA","5678","socks4","4710","3","2024-02-06T16:53:39.939Z","99","6034","6068"
"49.51.94.12","elite","AS132203","CA","OPHL","94","Tencent cloud computing (Beijing) Co., Ltd.","443","socks5","4094","1","2024-02-06T16:53:35.129Z","10","583","5999"
"96.9.77.71","elite","AS131207","KH","SIGROUPS","264","N/A","51080","socks4","5203","1","2024-02-06T16:53:35.128Z","96","5680","5939"
"189.201.191.67","elite","AS28438","MX","IP Matrix, S.A. de C.V.","142","IP Matrix, S.A. de C.V","4145","socks4","587","1","2024-02-06T16:53:35.135Z","99","5998","6051"
"122.152.55.141","elite","AS38562","BD","Innovative Online Ltd.","160","Innovative Online Ltd","5678","socks4","517","1","2024-02-06T16:53:35.046Z","34","2051","6051"
"103.47.93.202","elite","AS134058","IN","Broban Internet Services Pvt.ltd","166","Broban  PVT Ltd.","1080","socks4","3008","1","2024-02-06T16:53:35.131Z","99","5920","5964"
"70.32.25.146","elite","AS55293","US","A2 Hosting, Inc.","90","A2 Hosting, Inc.","36546","socks4","2808","1","2024-02-06T16:53:35.331Z","100","5879","5892"
"103.47.93.210","elite","AS134058","IN","Broban Internet Services Pvt.ltd","159","Broban  PVT Ltd.","1080","socks4","4616","1","2024-02-06T16:53:35.130Z","99","5950","6009"
"177.38.5.240","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","215","FÁBIO MENDES DIAS LTDA ME","4153","socks4","4783","2","2024-02-06T16:53:30.230Z","95","5697","5986"
"202.5.36.133","elite","AS45326","BD","BBTS-NEW","203","N/A","5678","socks4","212","3","2024-02-06T16:53:30.236Z","95","5640","5949"
"124.222.21.124","elite","AS45090","CN","China Internet Network Information Center","191","Tencent cloud computing (Beijing) Co., Ltd.","2080","socks4","4593","1","2024-02-06T16:53:30.136Z","88","5250","5948"
"115.84.248.140","elite","AS9658","PH","Eastern Telecommunications Philippines, Inc.","372","Eastern Telecommunications Philippines, Inc","8080","socks4","5293","1","2024-02-06T16:53:30.235Z","98","5848","5966"
"128.199.175.145","elite","AS14061","SG","DigitalOcean, LLC","172","DigitalOcean, LLC","443","socks4","3100","1","2024-02-06T16:53:25.331Z","99","5913","5976"
"195.66.89.209","elite","AS39121","RU","Eniseyneftegas Territorial Industrial Technical Management of Communication LLC","101","Eniseyneftegas Territorial Industrial Technical Management of Communication CJSC","5678","socks5","5193","1","2024-02-06T16:53:25.241Z","99","5897","5963"
"37.230.154.121","elite","AS198770","RU","Virtual Infrastructures Network","45","N/A","3629","socks4","4998","1","2024-02-06T16:53:25.242Z","99","5980","6066"
"103.70.159.142","elite","AS133720","IN","speednet","112","N/A","5678","socks4","6609","1","2024-02-06T16:53:20.141Z","99","6039","6097"
"84.236.32.196","elite","AS20845","HU","DIGI Tavkozlesi es Szolgaltato Kft.","83","Digi","8080","socks4","1702","1","2024-02-06T16:53:20.234Z","71","4264","5972"
"101.42.107.214","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","193","Tencent Cloud Computing (Beijing) Co., Ltd","2080","socks5","3816","81","2024-02-06T16:53:20.230Z","85","5124","6045"
"172.67.36.21","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","394","1","2024-02-06T16:53:20.144Z","100","6056","6056"
"185.139.69.118","elite","AS204997","RU","First Server Limited","51","Firstbyte Hosting","20997","socks5","2084","1","2024-02-06T16:53:15.735Z","91","5484","6032"
"121.101.185.69","elite","AS38785","ID","BAGUSNET","195","N/A","43296","socks4","896","1","2024-02-06T16:53:15.633Z","59","3555","6034"
"182.160.5.234","elite","AS136907","HK","Huawei International Pte. LTD","300","N/A","1080","socks5","1205","1","2024-02-06T16:53:11.040Z","92","5571","6059"
"104.19.85.214","elite","AS13335","CA","Cloudflare, Inc.","80","Cloudflare, Inc.","80","socks5","2796","1","2024-02-06T16:53:11.134Z","100","6052","6052"
"47.254.90.85","elite","AS45102","US","Alibaba.com LLC","154","ALICLOUD-US","40392","socks4","1905","1","2024-02-06T16:53:11.127Z","90","5288","5877"
"185.138.230.68","elite","AS48557","UA","PE Aristambayeva Taisiia Anatolyevna","51","PE Aristambayeva Taisiia Anatolyevna","5678","socks4","2801","1","2024-02-06T16:53:11.335Z","26","1595","6077"
"36.91.190.61","elite","AS7713","ID","PT. Telekomunikasi Indonesia","290","Telekomunikasi Indonesia","5678","socks4","4997","1","2024-02-06T16:53:11.039Z","98","5942","6048"
"172.67.35.15","elite","AS13335","CA","Cloudflare, Inc.","4","Cloudflare, Inc.","80","socks4","5006","1","2024-02-06T16:53:06.343Z","100","5917","5917"
"119.17.192.97","elite","AS24173","VN","Netnam Corporation","220","NETNAM","1080","socks4","4695","1","2024-02-06T16:53:06.345Z","100","6017","6030"
"109.251.197.33","elite","AS31148","UA","O3 Core","46","N/A","48805","socks4","737","1","2024-02-06T16:53:06.428Z","92","5451","5944"
"197.234.13.46","elite","AS36902","SC","Intelvision","197","Intelvision Ltd","4145","socks4","2408","1","2024-02-06T16:53:00.532Z","99","6001","6034"
"51.81.122.151","elite","AS16276","US","OVH SAS","82","OVH US LLC","62611","socks5","4008","1","2024-02-06T16:53:00.833Z","88","5359","6075"
"103.47.93.197","elite","AS134058","IN","Broban Internet Services Pvt.ltd","144","Broban  PVT Ltd.","1080","socks4","357","1","2024-02-06T16:53:00.526Z","99","5897","5952"
"178.62.63.229","elite","AS14061","GB","DigitalOcean, LLC","15","Digital Ocean","20682","socks4","1412","1","2024-02-06T16:52:56.027Z","88","5268","5991"
"91.225.170.25","elite","AS56401","UA","PC \"MIRTELEKOM\"","85","MirtelecomRoute","4153","socks4","4499","1","2024-02-06T16:52:56.029Z","95","5776","6064"
"83.168.84.142","elite","AS35179","PL","ESPOL-FH","92","N/A","4153","socks4","4198","1","2024-02-06T16:52:56.031Z","67","4064","6024"
"190.0.22.38","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","153","EPM Telecomunicaciones S.A. E.S.P","61155","socks4","893","1","2024-02-06T16:52:55.729Z","99","6006","6057"
"194.181.82.37","elite","AS8308","PL","NASK","38","N/A","7497","socks5","1201","1","2024-02-06T16:52:55.734Z","100","5993","6000"
"43.154.159.144","elite","AS132203","HK","Shenzhen Tencent Computer Systems Company Limited","259","Tencent Cloud Computing","1080","socks5","2112","1","2024-02-06T16:52:55.733Z","77","4709","6101"
"161.97.104.4","elite","AS51167","DE","Contabo GmbH","16","Contabo GmbH","8080","socks4","3699","1","2024-02-06T16:52:55.731Z","100","5928","5929"
"43.153.176.106","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","292","Tencent Cloud Computing","443","socks5","2502","1","2024-02-06T16:52:55.726Z","80","4765","5934"
"146.59.243.35","elite","AS16276","FR","OVH SAS","8","OVH","27445","socks4","4302","1","2024-02-06T16:52:55.941Z","87","5215","5970"
"47.243.207.3","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","298","Alibaba.com LLC","33967","socks5","336","1","2024-02-06T16:52:51.037Z","78","4647","5947"
"5.189.146.59","elite","AS51167","DE","Contabo GmbH","20","Contabo GmbH","55808","socks5","4905","1","2024-02-06T16:52:51.039Z","99","5950","6010"
"103.79.96.205","elite","AS64308","ID","PT IndoDev Niaga Internet","206","PT IndoDev Niaga Internet","4153","socks4","1503","1","2024-02-06T16:52:51.035Z","100","5969","5985"
"103.81.13.201","elite","AS135792","IN","Syswall Telecom Pvt. Ltd.","179","Syswall Telecom Pvt. Ltd.","44832","socks4","4301","85","2024-02-06T16:52:51.043Z","100","6052","6066"
"104.129.199.57","elite","AS22616","US","ZSCALER, INC.","275","Zscaler, Inc.","8800","socks5","299","1","2024-02-06T16:52:46.133Z","96","5809","6029"
"36.255.104.1","elite","AS136238","MV","SatLink Pvt Ltd","186","N/A","13623","socks4","5100","1","2024-02-06T16:52:46.127Z","99","5991","6028"
"103.51.46.6","elite","AS133819","ID","CIM","203","N/A","4145","socks4","3897","1","2024-02-06T16:52:46.040Z","97","5822","6025"
"77.99.40.240","elite","AS5089","GB","Virgin Media","26","N/A","9090","socks4","2799","2","2024-02-06T16:52:46.129Z","96","5832","6045"
"157.245.157.72","elite","AS14061","SG","DigitalOcean, LLC","150","DigitalOcean, LLC","60490","socks4","2198","1","2024-02-06T16:52:46.041Z","97","5755","5957"
"129.205.121.196","elite","AS37148","NG","Globacom Limited","112","Enterpise Phc2","5678","socks4","5007","1","2024-02-06T16:52:46.130Z","38","2271","5924"
"197.234.13.45","elite","AS36902","SC","Intelvision","189","Intelvision Ltd","4145","socks4","4988","1","2024-02-06T16:52:46.131Z","99","5961","5997"
"187.103.74.137","elite","AS52965","BR","1telecom Servicos De Tecnologia EM Internet Ltda","167","1telecom Servicos De Tecnologia EM Internet Ltda","5678","socks4","5298","1","2024-02-06T16:52:46.028Z","95","5730","6047"
"61.7.174.64","elite","AS131090","TH","CAT Telecom Public Company Limited","227","National Telecom Public Company Limited","4153","socks4","4710","1","2024-02-06T16:52:46.030Z","82","4811","5881"
"185.169.181.27","elite","AS34984","TR","Ates Dc","55","Ibrahim MALA trading as Ates Dc","4145","socks4","245","1","2024-02-06T16:52:46.233Z","100","5997","6014"
"103.134.180.97","elite","AS135758","IN","Rds It Solutions","149","Rds It Solutions","4153","socks4","3385","1","2024-02-06T16:52:46.231Z","99","5887","5925"
"180.211.158.90","elite","AS45588","BD","Bangladesh Telecommunications Company Ltd.","178","N/A","5678","socks4","2895","81","2024-02-06T16:52:40.643Z","92","5524","5975"
"114.99.8.75","elite","AS4134","CN","Chinanet","197","Chinanet AH","8004","socks4","4795","1","2024-02-06T16:52:40.645Z","63","3796","6063"
"95.179.155.218","elite","AS20473","NL","The Constant Company, LLC","14","Vultr Holdings LLC Amsterdam","8080","socks4","4598","1","2024-02-06T16:52:40.636Z","100","5915","5917"
"189.201.191.17","elite","AS28438","MX","IP Matrix, S.A. de C.V.","181","IP Matrix, S.A. de C.V","4145","socks4","2004","1","2024-02-06T16:52:40.628Z","99","5965","6015"
"183.89.13.111","elite","AS45629","TH","Triple T Broadband Public Company Limited","194","Triple T Broadband Public Company Limited","8080","socks5","4398","1","2024-02-06T16:52:40.629Z","98","5829","5957"
"197.251.236.227","elite","AS29614","GH","Vodafone Ghana AS International Transit","180","ADSL FBB static IP","5678","socks4","1795","1","2024-02-06T16:52:35.827Z","100","5943","5972"
"124.105.187.68","elite","AS9299","PH","Philippine Long Distance Telephone Co.","204","Philippine Long Distance Telephone Company","13629","socks4","1594","1","2024-02-06T16:52:35.830Z","98","5843","5963"
"194.31.64.197","elite","AS212598","TR","SFCTEK Bilisim Yazilim ve Telekomunikasyon Hiz. San. ve Tic. LTD. STI.","50","SFCTEK Bilisim Yazilim ve Telekomunikasyon Hiz. San. ve Tic. LTD. STI","5004","socks4","1055","1","2024-02-06T16:52:35.745Z","97","5860","6066"
"103.66.233.137","elite","AS134014","IN","NET 4 U SERVICES","138","N/A","4145","socks4","2215","1","2024-02-06T16:52:35.743Z","100","5950","5974"
"110.34.166.179","elite","AS45652","SG","VPLS-SIN","329","Vpls Sin1","4153","socks4","709","1","2024-02-06T16:52:35.738Z","99","5962","6018"
"45.226.2.1","elite","AS266987","BR","Web - Link Telecomunicações e Engenharia","217","Web - Link Telecomunicações e Engenharia","4153","socks4","1870","1","2024-02-06T16:52:35.832Z","100","6014","6037"
"103.209.230.185","elite","AS60781","TM","WIMS1","10","N/A","4153","socks4","1301","1","2024-02-06T16:52:30.738Z","46","2806","6088"
"172.67.231.3","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","2913","1","2024-02-06T16:52:30.427Z","100","5986","5986"
"177.38.5.51","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","224","FÁBIO MENDES DIAS LTDA ME","4153","socks4","4801","1","2024-02-06T16:52:30.429Z","92","5558","6056"
"145.239.199.241","elite","AS16276","FR","OVH SAS","95","OVH","80","socks4","2903","2","2024-02-06T16:52:30.343Z","100","6027","6027"
"223.155.121.75","elite","AS4134","CN","Chinanet","291","Chinanet HN","3128","socks4","300","1","2024-02-06T16:52:30.432Z","86","5227","6055"
"103.199.97.33","elite","AS45804","IN","New Shivam Cable Network","188","N/A","39825","socks4","5187","2","2024-02-06T16:52:30.433Z","98","5904","6046"
"202.124.46.99","elite","AS9902","KH","NeocomISP Limited","185","NeocomISP Limited","4145","socks4","3805","1","2024-02-06T16:52:30.430Z","98","5865","5996"
"159.89.163.128","elite","AS14061","IN","DigitalOcean, LLC","136","DigitalOcean, LLC","7497","socks5","2210","1","2024-02-06T16:52:25.145Z","37","2238","6036"
"103.59.190.2","elite","AS58678","IN","Flash Broadband Pvt Ltd","195","Flash Broadband Pvt Ltd","58678","socks5","3305","1","2024-02-06T16:52:25.143Z","99","5936","5973"
"173.212.250.16","elite","AS51167","DE","Contabo GmbH","98","Contabo GmbH","64768","socks5","1102","1","2024-02-06T16:52:25.235Z","100","5876","5878"
"121.13.229.211","elite","AS4134","CN","Chinanet","215","Chinanet GD","61401","socks4","1787","1","2024-02-06T16:52:25.237Z","86","5180","6052"
"194.44.193.135","elite","AS3255","UA","State Enterprise Scientific and Telecommunication Centre \"Ukrainian Academic and Research Network\" of the Institute Condensed Matter Physics of the National Academy of Science of Ukraine (UARNet)","42","UARNET-LL","5678","socks4","5009","1","2024-02-06T16:52:25.339Z","98","5898","6017"
"82.207.37.180","elite","AS6849","UA","UKRTELECOM","56","JSC Ukrtelecom","4153","socks4","4595","1","2024-02-06T16:52:25.341Z","95","5713","6021"
"43.153.175.43","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","232","Tencent Cloud Computing","443","socks5","5003","1","2024-02-06T16:52:25.234Z","95","5679","5992"
"185.206.80.227","elite","AS210021","IQ","DIL Technology Limited","74","Diltechnology","10801","socks4","3795","1","2024-02-06T16:52:20.138Z","71","4278","6055"
"103.208.200.222","elite","AS133275","IN","Gigantic","148","N/A","4670","socks4","4495","87","2024-02-06T16:52:19.844Z","98","5893","6005"
"168.227.158.73","elite","AS52898","BR","Multipla Serviços Inteligentes","286","Multipla Serviços Inteligentes","4145","socks4","4702","3","2024-02-06T16:52:19.838Z","99","5973","6023"
"154.16.63.16","elite","AS61317","GB","Hivelocity Inc","194","Digital Energy Technologies Limited","443","socks4","3288","1","2024-02-06T16:52:19.840Z","86","5178","6027"
"45.112.125.50","elite","AS58369","ID","FIBERNET","164","N/A","4145","socks4","514","1","2024-02-06T16:52:15.140Z","99","5923","5973"
"45.112.125.57","elite","AS58369","ID","FIBERNET","164","N/A","4145","socks4","4097","1","2024-02-06T16:52:15.143Z","99","5984","6044"
"210.210.154.61","elite","AS4787","ID","CBN","185","N/A","5678","socks5","2895","1","2024-02-06T16:52:15.228Z","100","6016","6025"
"46.105.108.208","elite","AS16276","FR","OVH SAS","5","OVH ISP","28477","socks5","4603","1","2024-02-06T16:52:15.227Z","100","6058","6060"
"91.148.233.54","elite","AS50525","DE","Privado Networks AG","11","Privado Networks Frankfurt","8081","socks4","4908","1","2024-02-06T16:52:15.136Z","100","6010","6015"
"185.186.18.20","elite","AS57723","PL","Media Telekom Sp. z o.o.","96","Media Telekom Sp. z o.o.","5678","socks4","5005","1","2024-02-06T16:52:15.332Z","100","5986","5997"
"115.133.236.53","elite","AS4788","MY","TM TECHNOLOGY SERVICES SDN BHD","200","Adsl Streamyx","8080","socks4","3707","1","2024-02-06T16:52:15.145Z","99","5932","5984"
"206.189.212.114","elite","AS14061","US","DigitalOcean, LLC","153","DigitalOcean, LLC","7497","socks5","4203","1","2024-02-06T16:52:15.241Z","99","5935","5971"
"167.71.184.82","elite","AS14061","US","DigitalOcean, LLC","93","DigitalOcean, LLC","37908","socks4","5096","1","2024-02-06T16:52:15.328Z","100","5929","5940"
"149.202.172.226","elite","AS16276","FR","OVH SAS","6","OVH","8080","socks4","4290","1","2024-02-06T16:52:10.232Z","100","5964","5965"
"104.18.220.95","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks5","1701","1","2024-02-06T16:52:09.837Z","100","5994","5994"
"177.72.113.225","elite","AS262558","BR","Prompt Brasil Solucoes EM TI Ltda","198","Prompt Brasil Solucoes EM TI Ltda","31164","socks4","3596","1","2024-02-06T16:52:09.928Z","99","6004","6040"
"190.107.146.156","elite","AS14754","HN","Telgua","161","HFC TGU SERCOM","4145","socks4","4000","1","2024-02-06T16:52:09.935Z","99","5949","6034"
"91.185.236.24","elite","AS21487","RU","Sakhatelecom","148","N/A","21487","socks4","2131","1","2024-02-06T16:52:09.839Z","96","5817","6036"
"46.29.116.6","elite","AS44963","RU","KMVtelecom","85","Joint Stock company \"KMVtelecom\"","4145","socks4","2894","1","2024-02-06T16:52:09.933Z","100","6095","6111"
"203.22.223.12","elite","AS209242","CY","Cloudflare London, LLC","15","Lachtaristo Holdings Limited","80","socks4","3002","1","2024-02-06T16:52:09.929Z","100","5955","5955"
"95.140.124.217","elite","AS9125","RS","Drustvo za telekomunikacije Orion telekom doo Beograd, Gandijeva 76a","92","Orion Telekom Network","1080","socks4","4707","1","2024-02-06T16:52:03.543Z","100","5989","5990"
"181.198.32.211","elite","AS27947","EC","Telconet S.A","163","Clientes Quito","4153","socks4","5003","1","2024-02-06T16:52:03.537Z","100","6028","6041"
"170.84.205.17","elite","AS52507","AR","Pampacom S.R.L.","297","Pampacom S.R.L","4153","socks4","2989","1","2024-02-06T16:51:58.540Z","100","6071","6091"
